experiment,pair_id,model_a,model_b,pair_group,method,fold_records,train_target_cells,test_target_cells,train_near_bi_share,train_bi_gap,train_adjusted_pog_complementarity,train_high_loss_lift_complementarity,train_adjusted_loss_corr_complementarity,train_alignment_c,train_disagreement_d,train_alpha_clipped,train_alpha_lcb_1se,train_alpha_lcb_95,test_alignment_c,test_disagreement_d,test_alpha_clipped,test_pooled_alpha_clipped,test_partner_win_share,method_partner_weight,adjusted_brier,anchor_adjusted_brier,best_single_adjusted_brier,brier_index,gain_vs_anchor,gain_vs_best_single,mean_fold_gain_vs_anchor,mean_fold_gain_vs_best_single,model_adjusted_brier,gain_vs_model,canonical_model_version,base_model_configuration,partner_model_configuration
same_version_freeze_exposure,Claude-3-5-Sonnet-20240620 (scratchpad with freeze values) x Claude-3-5-Sonnet-20240620 (without freeze values),Claude-3-5-Sonnet-20240620 (without freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with freeze values),claude_claude,anchor,20,7100,7100,0.0,7.107482731207989,0.014172077464788733,-5.529242773557334,-0.333944393581689,0.04093789492957746,0.03637054559169013,0.9968115084059541,0.9140757765198522,0.7864785710859884,0.04093789492957746,0.03637054559169013,0.9968115084059541,1.0,0.6760563380281697,0.0,0.12608683124625397,0.12608683124625397,0.0805815869787892,64.51234186061826,0.0,-0.564710202089253,0.0,-0.5651634947587685,0.0805815869787892,-0.564710202089253,Claude-3-5-Sonnet-20240620,Claude-3-5-Sonnet-20240620,scratchpad with freeze values
same_version_freeze_exposure,Claude-3-5-Sonnet-20240620 (scratchpad with freeze values) x Claude-3-5-Sonnet-20240620 (without freeze values),Claude-3-5-Sonnet-20240620 (without freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with freeze values),claude_claude,best_single,20,7100,7100,0.0,7.107482731207989,0.014172077464788733,-5.529242773557334,-0.333944393581689,0.04093789492957746,0.03637054559169013,0.9968115084059541,0.9140757765198522,0.7864785710859884,0.04093789492957746,0.03637054559169013,0.9968115084059541,1.0,0.6760563380281697,,0.0805815869787892,0.12608683124625397,0.0805815869787892,71.61982459182624,0.36090402001292843,0.0,0.3588843576826345,0.0,0.0805815869787892,0.0,Claude-3-5-Sonnet-20240620,Claude-3-5-Sonnet-20240620,scratchpad with freeze values
same_version_freeze_exposure,Claude-3-5-Sonnet-20240620 (scratchpad with freeze values) x Claude-3-5-Sonnet-20240620 (without freeze values),Claude-3-5-Sonnet-20240620 (without freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with freeze values),claude_claude,cf_directional,20,7100,7100,0.0,7.107482731207989,0.014172077464788733,-5.529242773557334,-0.333944393581689,0.04093789492957746,0.03637054559169013,0.9968115084059541,0.9140757765198522,0.7864785710859884,0.04093789492957746,0.03637054559169013,0.9968115084059541,1.0,0.6760563380281697,,0.0809972554065507,0.12608683124625397,0.0805815869787892,71.54714000477895,0.3576073361034908,-0.005158354946160512,0.35574223281867634,-0.005134143381579899,0.0805815869787892,-0.005158354946160512,Claude-3-5-Sonnet-20240620,Claude-3-5-Sonnet-20240620,scratchpad with freeze values
same_version_freeze_exposure,Claude-3-5-Sonnet-20240620 (scratchpad with freeze values) x Claude-3-5-Sonnet-20240620 (without freeze values),Claude-3-5-Sonnet-20240620 (without freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with freeze values),claude_claude,cf_directional_lcb_1se,20,7100,7100,0.0,7.107482731207989,0.014172077464788733,-5.529242773557334,-0.333944393581689,0.04093789492957746,0.03637054559169013,0.9968115084059541,0.9140757765198522,0.7864785710859884,0.04093789492957746,0.03637054559169013,0.9968115084059541,1.0,0.6760563380281697,,0.08313945650920794,0.12608683124625397,0.0805815869787892,71.17704872097755,0.3406174484087687,-0.03174260555444294,0.3393596839665807,-0.031739372532273415,0.0805815869787892,-0.03174260555444294,Claude-3-5-Sonnet-20240620,Claude-3-5-Sonnet-20240620,scratchpad with freeze values
same_version_freeze_exposure,Claude-3-5-Sonnet-20240620 (scratchpad with freeze values) x Claude-3-5-Sonnet-20240620 (without freeze values),Claude-3-5-Sonnet-20240620 (without freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with freeze values),claude_claude,cf_lcb_1se,20,7100,7100,0.0,7.107482731207989,0.014172077464788733,-5.529242773557334,-0.333944393581689,0.04093789492957746,0.03637054559169013,0.9968115084059541,0.9140757765198522,0.7864785710859884,0.04093789492957746,0.03637054559169013,0.9968115084059541,1.0,0.6760563380281697,0.9140757765198522,0.08221230517370284,0.12608683124625397,0.0805815869787892,71.33533567052477,0.34797072492734754,-0.020236858767039224,0.34639995444179655,-0.020295591442103657,0.0805815869787892,-0.020236858767039224,Claude-3-5-Sonnet-20240620,Claude-3-5-Sonnet-20240620,scratchpad with freeze values
same_version_freeze_exposure,Claude-3-5-Sonnet-20240620 (scratchpad with freeze values) x Claude-3-5-Sonnet-20240620 (without freeze values),Claude-3-5-Sonnet-20240620 (without freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with freeze values),claude_claude,cf_lcb_95,20,7100,7100,0.0,7.107482731207989,0.014172077464788733,-5.529242773557334,-0.333944393581689,0.04093789492957746,0.03637054559169013,0.9968115084059541,0.9140757765198522,0.7864785710859884,0.04093789492957746,0.03637054559169013,0.9968115084059541,1.0,0.6760563380281697,0.7864785710859884,0.08480692724223028,0.12608683124625397,0.0805815869787892,70.88851109175911,0.3273926673865088,-0.05243555534036929,0.3262330929488895,-0.052600836889665714,0.0805815869787892,-0.05243555534036929,Claude-3-5-Sonnet-20240620,Claude-3-5-Sonnet-20240620,scratchpad with freeze values
same_version_freeze_exposure,Claude-3-5-Sonnet-20240620 (scratchpad with freeze values) x Claude-3-5-Sonnet-20240620 (without freeze values),Claude-3-5-Sonnet-20240620 (without freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with freeze values),claude_claude,cf_linear,20,7100,7100,0.0,7.107482731207989,0.014172077464788733,-5.529242773557334,-0.333944393581689,0.04093789492957746,0.03637054559169013,0.9968115084059541,0.9140757765198522,0.7864785710859884,0.04093789492957746,0.03637054559169013,0.9968115084059541,1.0,0.6760563380281697,0.9968115084059541,0.08064939371460923,0.12608683124625397,0.0805815869787892,71.60800445347635,0.3603662419186594,-0.0008414668705628952,0.35838498222948934,-0.0008270172216700781,0.0805815869787892,-0.0008414668705628952,Claude-3-5-Sonnet-20240620,Claude-3-5-Sonnet-20240620,scratchpad with freeze values
same_version_freeze_exposure,Claude-3-5-Sonnet-20240620 (scratchpad with freeze values) x Claude-3-5-Sonnet-20240620 (without freeze values),Claude-3-5-Sonnet-20240620 (without freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with freeze values),claude_claude,ec_w0_56,20,7100,7100,0.0,7.107482731207989,0.014172077464788733,-5.529242773557334,-0.333944393581689,0.04093789492957746,0.03637054559169013,0.9968115084059541,0.9140757765198522,0.7864785710859884,0.04093789492957746,0.03637054559169013,0.9968115084059541,1.0,0.6760563380281697,,0.09041881658648308,0.12608683124625397,0.0805815869787892,69.94371497664055,0.2828845352621278,-0.12207788375132465,0.2818290480775274,-0.12178057632641506,0.0805815869787892,-0.12207788375132465,Claude-3-5-Sonnet-20240620,Claude-3-5-Sonnet-20240620,scratchpad with freeze values
same_version_freeze_exposure,Claude-3-5-Sonnet-20240620 (scratchpad with freeze values) x Claude-3-5-Sonnet-20240620 (without freeze values),Claude-3-5-Sonnet-20240620 (without freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with freeze values),claude_claude,log_odds_mean,20,7100,7100,0.0,7.107482731207989,0.014172077464788733,-5.529242773557334,-0.333944393581689,0.04093789492957746,0.03637054559169013,0.9968115084059541,0.9140757765198522,0.7864785710859884,0.04093789492957746,0.03637054559169013,0.9968115084059541,1.0,0.6760563380281697,,0.09180360840112782,0.12608683124625397,0.0805815869787892,69.71302144996784,0.27190169271657944,-0.13926284953028412,0.27083400102411276,-0.1391172311693119,0.0805815869787892,-0.13926284953028412,Claude-3-5-Sonnet-20240620,Claude-3-5-Sonnet-20240620,scratchpad with freeze values
same_version_freeze_exposure,Claude-3-5-Sonnet-20240620 (scratchpad with freeze values) x Claude-3-5-Sonnet-20240620 (without freeze values),Claude-3-5-Sonnet-20240620 (without freeze values),Claude-3-5-Sonnet-20240620 (scratchpad with freeze values),claude_claude,oracle_directional,20,7100,7100,0.0,7.107482731207989,0.014172077464788733,-5.529242773557334,-0.333944393581689,0.04093789492957746,0.03637054559169013,0.9968115084059541,0.9140757765198522,0.7864785710859884,0.04093789492957746,0.03637054559169013,0.9968115084059541,1.0,0.6760563380281697,,0.08027936825668827,0.12608683124625397,0.0805815869787892,71.67326642228713,0.36330092950072956,0.0037504687290469724,0.36138595323516465,0.0037623028586538923,0.0805815869787892,0.0037504687290469724,Claude-3-5-Sonnet-20240620,Claude-3-5-Sonnet-20240620,scratchpad with freeze values
